"date","close"
2010-02-19,1.361
2010-02-22,1.36357
2010-02-23,1.35974
2010-02-24,1.35063
2010-02-25,1.35339
2010-02-26,1.35566
2010-03-01,1.36196
2010-03-02,1.35594
2010-03-03,1.36038
2010-03-04,1.36982
2010-03-05,1.35821
2010-03-08,1.36328
2010-03-09,1.36269
2010-03-10,1.35977
2010-03-11,1.36493
2010-03-12,1.36781
2010-03-15,1.37744
2010-03-16,1.36705
2010-03-17,1.37641
2010-03-18,1.37366
2010-03-19,1.36063
2010-03-22,1.35363
2010-03-23,1.35543
2010-03-24,1.34987
2010-03-25,1.33052
2010-03-26,1.32725
2010-03-29,1.34725
2010-03-30,1.34784
2010-03-31,1.34085
2010-04-01,1.35108
2010-04-02,1.35821
2010-04-05,1.34971
2010-04-06,1.34845
2010-04-07,1.33957
2010-04-08,1.33402
2010-04-09,1.33594
2010-04-12,1.36607
2010-04-13,1.35914
2010-04-14,1.3606
2010-04-15,1.36488
2010-04-16,1.35772
2010-04-19,1.3468
2010-04-20,1.34863
2010-04-21,1.34354
2010-04-22,1.3388
2010-04-23,1.32891
2010-04-26,1.33395
2010-04-27,1.33871
2010-04-28,1.3165
2010-04-29,1.32127
2010-04-30,1.32274
2010-05-03,1.33466
2010-05-04,1.31888
2010-05-05,1.29793
2010-05-06,1.27944
2010-05-07,1.26237
2010-05-10,1.29034
2010-05-11,1.2784
2010-05-12,1.26596
2010-05-13,1.26128
2010-05-14,1.25286
2010-05-17,1.23423
2010-05-18,1.23955
2010-05-19,1.21882
2010-05-20,1.24246
2010-05-21,1.24834
2010-05-24,1.25359
2010-05-25,1.23671
2010-05-26,1.23442
2010-05-27,1.21727
2010-05-28,1.23618
2010-05-31,1.22629
2010-06-01,1.23048
2010-06-02,1.22266
2010-06-03,1.22516
2010-06-04,1.21631
2010-06-07,1.19256
2010-06-08,1.19144
2010-06-09,1.19686
2010-06-10,1.19835
2010-06-11,1.2119
2010-06-14,1.21275
2010-06-15,1.22206
2010-06-16,1.23253
2010-06-17,1.23073
2010-06-18,1.23827
2010-06-21,1.24472
2010-06-22,1.23163
2010-06-23,1.22668
2010-06-24,1.23071
2010-06-25,1.2337
2010-06-28,1.23694
2010-06-29,1.22748
2010-06-30,1.2188
2010-07-01,1.22327
2010-07-02,1.25245
2010-07-05,1.25559
2010-07-06,1.25352
2010-07-07,1.26201
2010-07-08,1.26358
2010-07-09,1.26925
2010-07-12,1.26322
2010-07-13,1.25862
2010-07-14,1.2723
2010-07-15,1.27402
2010-07-16,1.29382
2010-07-19,1.29025
2010-07-20,1.29383
2010-07-21,1.28817
2010-07-22,1.27526
2010-07-23,1.28933
2010-07-26,1.28944
2010-07-27,1.2994
2010-07-28,1.29942
2010-07-29,1.29892
2010-07-30,1.30743
2010-08-02,1.3061
2010-08-03,1.3174
2010-08-04,1.32275
2010-08-05,1.31582
2010-08-06,1.31864
2010-08-09,1.32914
2010-08-10,1.3225
2010-08-11,1.31747
2010-08-12,1.28558
2010-08-13,1.28269
2010-08-16,1.27626
2010-08-17,1.28253
2010-08-18,1.28828
2010-08-19,1.28478
2010-08-20,1.28209
2010-08-23,1.27017
2010-08-24,1.26543
2010-08-25,1.26235
2010-08-26,1.26582
2010-08-27,1.27135
2010-08-30,1.27552
2010-08-31,1.26613
2010-09-01,1.26771
2010-09-02,1.28088
2010-09-03,1.28203
2010-09-06,1.2889
2010-09-07,1.2872
2010-09-08,1.26777
2010-09-09,1.27195
2010-09-10,1.26915
2010-09-13,1.27111
2010-09-14,1.28813
2010-09-15,1.29945
2010-09-16,1.30035
2010-09-17,1.30775
2010-09-20,1.30594
2010-09-21,1.30596
2010-09-22,1.32574
2010-09-23,1.34022
2010-09-24,1.33113
2010-09-27,1.34845
2010-09-28,1.34484
2010-09-29,1.35833
2010-09-30,1.36258
2010-10-01,1.36307
2010-10-04,1.38015
2010-10-05,1.36806
2010-10-06,1.38354
2010-10-07,1.39299
2010-10-08,1.39253
2010-10-11,1.399
2010-10-12,1.38743
2010-10-13,1.39223
2010-10-14,1.39584
2010-10-15,1.40795
2010-10-18,1.39873
2010-10-19,1.3942
2010-10-20,1.3725
2010-10-21,1.3968
2010-10-22,1.39184
2010-10-25,1.39678
2010-10-26,1.39658
2010-10-27,1.38569
2010-10-28,1.37678
2010-10-29,1.39271
2010-11-01,1.3958
2010-11-02,1.38914
2010-11-03,1.40328
2010-11-04,1.41344
2010-11-05,1.42065
2010-11-08,1.40561
2010-11-09,1.39186
2010-11-10,1.37695
2010-11-11,1.37802
2010-11-12,1.36555
2010-11-15,1.37029
2010-11-16,1.35705
2010-11-17,1.34885
2010-11-18,1.35164
2010-11-19,1.36353
2010-11-22,1.37128
2010-11-23,1.3622
2010-11-24,1.33715
2010-11-25,1.33288
2010-11-26,1.33558
2010-11-29,1.32802
2010-11-30,1.31214
2010-12-01,1.2982
2010-12-02,1.31425
2010-12-03,1.32238
2010-12-06,1.3379
2010-12-07,1.33118
2010-12-08,1.32698
2010-12-09,1.32618
2010-12-10,1.32425
2010-12-13,1.31929
2010-12-14,1.33907
2010-12-15,1.33834
2010-12-16,1.32111
2010-12-17,1.32318
2010-12-20,1.31819
2010-12-21,1.31194
2010-12-22,1.30973
2010-12-23,1.3101
2010-12-24,1.31183
2010-12-27,1.31102
2010-12-28,1.31557
2010-12-29,1.31172
2010-12-30,1.32203
2010-12-31,1.3286
2011-01-03,1.33429
2011-01-04,1.3353
2011-01-05,1.32975
2011-01-06,1.31518
2011-01-07,1.30165
2011-01-10,1.28745
2011-01-11,1.29513
2011-01-12,1.29801
2011-01-13,1.3132
2011-01-14,1.33528
2011-01-17,1.3378
2011-01-18,1.32882
2011-01-19,1.33786
2011-01-20,1.34686
2011-01-21,1.34798
2011-01-24,1.36348
2011-01-25,1.36443
2011-01-26,1.36848
2011-01-27,1.3692
2011-01-28,1.37332
2011-01-31,1.35914
2011-02-01,1.36864
2011-02-02,1.38331
2011-02-03,1.38059
2011-02-04,1.36313
2011-02-07,1.35633
2011-02-08,1.35858
2011-02-09,1.36326
2011-02-10,1.37298
2011-02-11,1.35936
2011-02-14,1.35192
2011-02-15,1.34825
2011-02-16,1.34858
2011-02-17,1.35677
2011-02-18,1.36029
2011-02-21,1.36955
2011-02-22,1.36761
2011-02-23,1.36532
2011-02-24,1.37457
2011-02-25,1.38008
2011-02-28,1.37556
2011-03-01,1.38039
2011-03-02,1.3772
2011-03-03,1.38663
2011-03-04,1.3957
2011-03-07,1.39913
2011-03-08,1.39727
2011-03-09,1.39013
2011-03-10,1.39065
2011-03-11,1.37853
2011-03-14,1.39654
2011-03-15,1.39906
2011-03-16,1.39984
2011-03-17,1.39039
2011-03-18,1.40204
2011-03-21,1.419
2011-03-22,1.42218
2011-03-23,1.41958
2011-03-24,1.40831
2011-03-25,1.41766
2011-03-28,1.40438
2011-03-29,1.40852
2011-03-30,1.41093
2011-03-31,1.41248
2011-04-01,1.41579
2011-04-04,1.42321
2011-04-05,1.42199
2011-04-06,1.42204
2011-04-07,1.43308
2011-04-08,1.43056
2011-04-11,1.44679
2011-04-12,1.44356
2011-04-13,1.44745
2011-04-14,1.4445
2011-04-15,1.44875
2011-04-18,1.44136
2011-04-19,1.42293
2011-04-20,1.43336
2011-04-21,1.45216
2011-04-22,1.45521
2011-04-25,1.45564
2011-04-26,1.45814
2011-04-27,1.46375
2011-04-28,1.47806
2011-04-29,1.48214
2011-05-02,1.48132
2011-05-03,1.48273
2011-05-04,1.48252
2011-05-05,1.48167
2011-05-06,1.45366
2011-05-09,1.43608
2011-05-10,1.43601
2011-05-11,1.44086
2011-05-12,1.41907
2011-05-13,1.42442
2011-05-16,1.40884
2011-05-17,1.41556
2011-05-18,1.42358
2011-05-19,1.42433
2011-05-20,1.43087
2011-05-23,1.41317
2011-05-24,1.40442
2011-05-25,1.40966
2011-05-26,1.40851
2011-05-27,1.41406
2011-05-30,1.43123
2011-05-31,1.4281
2011-06-01,1.43937
2011-06-02,1.43251
2011-06-03,1.44948
2011-06-06,1.46081
2011-06-07,1.45725
2011-06-08,1.46913
2011-06-09,1.4584
2011-06-10,1.45072
2011-06-13,1.43241
2011-06-14,1.44131
2011-06-15,1.44394
2011-06-16,1.41703
2011-06-17,1.42009
2011-06-20,1.42758
2011-06-21,1.43056
2011-06-22,1.44116
2011-06-23,1.43522
2011-06-24,1.42507
2011-06-27,1.41877
2011-06-28,1.42839
2011-06-29,1.4372
2011-06-30,1.44357
2011-07-01,1.44994
2011-07-04,1.45302
2011-07-05,1.45368
2011-07-06,1.44241
2011-07-07,1.43192
2011-07-08,1.43588
2011-07-11,1.42056
2011-07-12,1.40274
2011-07-13,1.39663
2011-07-14,1.41988
2011-07-15,1.41413
2011-07-18,1.41071
2011-07-19,1.41164
2011-07-20,1.41531
2011-07-21,1.42142
2011-07-22,1.44349
2011-07-25,1.43889
2011-07-26,1.43751
2011-07-27,1.45097
2011-07-28,1.43663
2011-07-29,1.43326
2011-08-01,1.438
2011-08-02,1.42479
2011-08-03,1.41943
2011-08-04,1.43216
2011-08-05,1.40965
2011-08-08,1.44233
2011-08-09,1.4169
2011-08-10,1.43737
2011-08-11,1.41747
2011-08-12,1.42439
2011-08-15,1.42666
2011-08-16,1.44417
2011-08-17,1.44029
2011-08-18,1.4425
2011-08-19,1.43257
2011-08-22,1.43751
2011-08-23,1.4357
2011-08-24,1.44382
2011-08-25,1.44134
2011-08-26,1.43791
2011-08-29,1.45023
2011-08-30,1.45099
2011-08-31,1.44443
2011-09-01,1.43749
2011-09-02,1.42581
2011-09-05,1.41651
2011-09-06,1.40964
2011-09-07,1.39945
2011-09-08,1.40973
2011-09-09,1.38848
2011-09-12,1.35901
2011-09-13,1.36752
2011-09-14,1.36791
2011-09-15,1.37474
2011-09-16,1.38749
2011-09-19,1.36996
2011-09-20,1.36849
2011-09-21,1.37036
2011-09-22,1.3565
2011-09-23,1.34626
2011-09-26,1.35177
2011-09-27,1.35372
2011-09-28,1.35861
2011-09-29,1.3544
2011-09-30,1.35911
2011-10-03,1.33521
2011-10-04,1.31799
2011-10-05,1.33522
2011-10-06,1.33382
2011-10-07,1.34361
2011-10-10,1.3387
2011-10-11,1.36439
2011-10-12,1.36445
2011-10-13,1.37847
2011-10-14,1.37749
2011-10-17,1.38653
2011-10-18,1.37391
2011-10-19,1.3757
2011-10-20,1.3757
2011-10-21,1.37736
2011-10-24,1.38558
2011-10-25,1.39285
2011-10-26,1.39073
2011-10-27,1.39004
2011-10-28,1.41922
2011-10-31,1.41392
2011-11-01,1.38538
2011-11-02,1.36945
2011-11-03,1.37447
2011-11-04,1.38234
2011-11-07,1.38167
2011-11-08,1.37757
2011-11-09,1.38381
2011-11-10,1.35502
2011-11-11,1.36051
2011-11-14,1.37978
2011-11-15,1.36286
2011-11-16,1.35268
2011-11-17,1.34711
2011-11-18,1.34616
2011-11-21,1.35145
2011-11-22,1.35011
2011-11-23,1.35083
2011-11-24,1.33359
2011-11-25,1.33457
2011-11-28,1.33068
2011-11-29,1.33075
2011-11-30,1.33286
2011-12-01,1.3437
2011-12-02,1.34608
2011-12-05,1.34098
2011-12-06,1.33975
2011-12-07,1.33986
2011-12-08,1.34065
2011-12-09,1.33488
2011-12-12,1.33779
2011-12-13,1.3185
2011-12-14,1.30301
2011-12-15,1.2982
2011-12-16,1.30128
2011-12-19,1.30394
2011-12-20,1.29984
2011-12-21,1.30784
2011-12-22,1.30464
2011-12-23,1.30476
2011-12-26,1.30389
2011-12-27,1.30599
2011-12-28,1.30666
2011-12-29,1.29336
2011-12-30,1.29597
2012-01-02,1.29355
2012-01-03,1.29273
2012-01-04,1.30524
2012-01-05,1.29417
2012-01-06,1.27945
2012-01-09,1.27036
2012-01-10,1.27744
2012-01-11,1.27749
2012-01-12,1.27063
2012-01-13,1.28275
2012-01-16,1.26473
2012-01-17,1.2662
2012-01-18,1.27335
2012-01-19,1.28563
2012-01-20,1.29551
2012-01-23,1.28869
2012-01-24,1.30303
2012-01-25,1.30242
2012-01-26,1.31104
2012-01-27,1.31043
2012-01-30,1.32239
2012-01-31,1.31273
2012-02-01,1.308
2012-02-02,1.31542
2012-02-03,1.31455
2012-02-06,1.31265
2012-02-07,1.31312
2012-02-08,1.32599
2012-02-09,1.32578
2012-02-10,1.32819
2012-02-13,1.32033
2012-02-14,1.3195
2012-02-15,1.31177
2012-02-16,1.30665
2012-02-17,1.31391
2012-02-20,1.31739
2012-02-21,1.32383
2012-02-22,1.32412
2012-02-23,1.3242
2012-02-24,1.33694
2012-02-27,1.34594
2012-02-28,1.33976
2012-02-29,1.3466
2012-03-01,1.33212
2012-03-02,1.33092
2012-03-05,1.3191
2012-03-06,1.32197
2012-03-07,1.31121
2012-03-08,1.31461
2012-03-09,1.32684
2012-03-12,1.31045
2012-03-13,1.31547
2012-03-14,1.30837
2012-03-15,1.30323
2012-03-16,1.30779
2012-03-19,1.31741
2012-03-20,1.3238
2012-03-21,1.32206
2012-03-22,1.32133
2012-03-23,1.31975
2012-03-26,1.32685
2012-03-27,1.33545
2012-03-28,1.33165
2012-03-29,1.33157
2012-03-30,1.33004
2012-04-02,1.33618
2012-04-03,1.33214
2012-04-04,1.32292
2012-04-05,1.31407
2012-04-06,1.3064
2012-04-09,1.31001
2012-04-10,1.31068
2012-04-11,1.30777
2012-04-12,1.31075
2012-04-13,1.31853
2012-04-16,1.30672
2012-04-17,1.31372
2012-04-18,1.31273
2012-04-19,1.3121
2012-04-20,1.31339
2012-04-23,1.3189
2012-04-24,1.31539
2012-04-25,1.3194
2012-04-26,1.32206
2012-04-27,1.32195
2012-04-30,1.32368
2012-05-01,1.32377
2012-05-02,1.3236
2012-05-03,1.3156
2012-05-04,1.31509
2012-05-07,1.30232
2012-05-08,1.30501
2012-05-09,1.30055
2012-05-10,1.29261
2012-05-11,1.29424
2012-05-14,1.29015
2012-05-15,1.28224
2012-05-16,1.27273
2012-05-17,1.27118
2012-05-18,1.26916
2012-05-21,1.27647
2012-05-22,1.28153
2012-05-23,1.26868
2012-05-24,1.25822
2012-05-25,1.25322
2012-05-28,1.25668
2012-05-29,1.25412
2012-05-30,1.25033
2012-05-31,1.23663
2012-06-01,1.23629
2012-06-04,1.24162
2012-06-05,1.24959
2012-06-06,1.24549
2012-06-07,1.25802
2012-06-08,1.25581
2012-06-11,1.26351
2012-06-12,1.24752
2012-06-13,1.2503
2012-06-14,1.25613
2012-06-15,1.26321
2012-06-18,1.26998
2012-06-19,1.25768
2012-06-20,1.26838
2012-06-21,1.27052
2012-06-22,1.2543
2012-06-25,1.2547
2012-06-26,1.25017
2012-06-27,1.24928
2012-06-28,1.2468
2012-06-29,1.24431
2012-07-02,1.26771
2012-07-03,1.25804
2012-07-04,1.26063
2012-07-05,1.25246
2012-07-06,1.23921
2012-07-09,1.22683
2012-07-10,1.23158
2012-07-11,1.22523
2012-07-12,1.22352
2012-07-13,1.22008
2012-07-16,1.2267
2012-07-17,1.22715
2012-07-18,1.2289
2012-07-19,1.22796
2012-07-20,1.22792
2012-07-23,1.21245
2012-07-24,1.21179
2012-07-25,1.20631
2012-07-26,1.21532
2012-07-27,1.22808
2012-07-30,1.22988
2012-07-31,1.22596
2012-08-01,1.23017
2012-08-02,1.22247
2012-08-03,1.21787
2012-08-06,1.23973
2012-08-07,1.24011
2012-08-08,1.23956
2012-08-09,1.23624
2012-08-10,1.23045
2012-08-13,1.22891
2012-08-14,1.23313
2012-08-15,1.23204
2012-08-16,1.22878
2012-08-17,1.23541
2012-08-20,1.23366
2012-08-21,1.23459
2012-08-22,1.24705
2012-08-23,1.25279
2012-08-24,1.25631
2012-08-27,1.25079
2012-08-28,1.24971
2012-08-29,1.25638
2012-08-30,1.25294
2012-08-31,1.25052
2012-09-03,1.25741
2012-09-04,1.25917
2012-09-05,1.25641
2012-09-06,1.26005
2012-09-07,1.26315
2012-09-10,1.28076
2012-09-11,1.2757
2012-09-12,1.28489
2012-09-13,1.2899
2012-09-14,1.29868
2012-09-17,1.31234
2012-09-18,1.3116
2012-09-19,1.30463
2012-09-20,1.30468
2012-09-21,1.29675
2012-09-24,1.29822
2012-09-25,1.29315
2012-09-26,1.29047
2012-09-27,1.28708
2012-09-28,1.29144
2012-10-01,1.28441
2012-10-02,1.28874
2012-10-03,1.29168
2012-10-04,1.29023
2012-10-05,1.30199
2012-10-08,1.3024
2012-10-09,1.29668
2012-10-10,1.28797
2012-10-11,1.28711
2012-10-12,1.29271
2012-10-15,1.29517
2012-10-16,1.29478
2012-10-17,1.30536
2012-10-18,1.31188
2012-10-19,1.30669
2012-10-22,1.30187
2012-10-23,1.30601
2012-10-24,1.29852
2012-10-25,1.29719
2012-10-26,1.29337
2012-10-29,1.29417
2012-10-30,1.29032
2012-10-31,1.29564
2012-11-01,1.29593
2012-11-02,1.29419
2012-11-05,1.28197
2012-11-06,1.27899
2012-11-07,1.28159
2012-11-08,1.27672
2012-11-09,1.27477
2012-11-12,1.27113
2012-11-13,1.27099
2012-11-14,1.27039
2012-11-15,1.2734
2012-11-16,1.27718
2012-11-19,1.2748
2012-11-20,1.28102
2012-11-21,1.28185
2012-11-22,1.28251
2012-11-23,1.28814
2012-11-26,1.29713
2012-11-27,1.29681
2012-11-28,1.2933
2012-11-29,1.29398
2012-11-30,1.29745
2012-12-03,1.29899
2012-12-04,1.30531
2012-12-05,1.30957
2012-12-06,1.3071
2012-12-07,1.29687
2012-12-10,1.28903
2012-12-11,1.29416
2012-12-12,1.30053
2012-12-13,1.30659
2012-12-14,1.30773
2012-12-17,1.31843
2012-12-18,1.31626
2012-12-19,1.32218
2012-12-20,1.32411
2012-12-21,1.32439
2012-12-24,1.3174
2012-12-25,1.31895
2012-12-26,1.31865
2012-12-27,1.32259
2012-12-28,1.32405
2012-12-31,1.32149
2013-01-01,1.31933
2013-01-02,1.31954
2013-01-03,1.31852
2013-01-04,1.3053
2013-01-07,1.30735
2013-01-08,1.31143
2013-01-09,1.30829
2013-01-10,1.30637
2013-01-11,1.32515
2013-01-14,1.33561
2013-01-15,1.33802
2013-01-16,1.3309
2013-01-17,1.32861
2013-01-18,1.33764
2013-01-21,1.33156
2013-01-22,1.33123
2013-01-23,1.33174
2013-01-24,1.33203
2013-01-25,1.3371
2013-01-28,1.34657
2013-01-29,1.34531
2013-01-30,1.34928
2013-01-31,1.35653
2013-02-01,1.35791
2013-02-04,1.36513
2013-02-05,1.35143
2013-02-06,1.35777
2013-02-07,1.35204
2013-02-08,1.33993
2013-02-11,1.33665
2013-02-12,1.3397
2013-02-13,1.34517
2013-02-14,1.34461
2013-02-15,1.33582
2013-02-18,1.33521
2013-02-19,1.33511
2013-02-20,1.33902
2013-02-21,1.32789
2013-02-22,1.31902
2013-02-25,1.32101
2013-02-26,1.3064
2013-02-27,1.30608
2013-02-28,1.31336
2013-03-01,1.30574
2013-03-04,1.30157
2013-03-05,1.30194
2013-03-06,1.3043
2013-03-07,1.29902
2013-03-08,1.31029
2013-03-11,1.29865
2013-03-12,1.30446
2013-03-13,1.30314
2013-03-14,1.29582
2013-03-15,1.30038
2013-03-18,1.29085
2013-03-19,1.29547
2013-03-20,1.28708
2013-03-21,1.29322
2013-03-22,1.28966
2013-03-25,1.29457
2013-03-26,1.28538
2013-03-27,1.28602
2013-03-28,1.27795
2013-03-29,1.2815
2013-04-01,1.28077
2013-04-02,1.28422
2013-04-03,1.28207
2013-04-04,1.28466
2013-04-05,1.29346
2013-04-08,1.29902
2013-04-09,1.3009
2013-04-10,1.30817
2013-04-11,1.30703
2013-04-12,1.31012
2013-04-15,1.31108
2013-04-16,1.30395
2013-04-17,1.31774
2013-04-18,1.30333
2013-04-19,1.30502
2013-04-22,1.30733
2013-04-23,1.30659
2013-04-24,1.29999
2013-04-25,1.30147
2013-04-26,1.30096
2013-04-29,1.30512
2013-04-30,1.30988
2013-05-01,1.31663
2013-05-02,1.31795
2013-05-03,1.30634
2013-05-06,1.31193
2013-05-07,1.30756
2013-05-08,1.30775
2013-05-09,1.31549
2013-05-10,1.30384
2013-05-13,1.29899
2013-05-14,1.29711
2013-05-15,1.29257
2013-05-16,1.28858
2013-05-17,1.28779
2013-05-20,1.28397
2013-05-21,1.28828
2013-05-22,1.29052
2013-05-23,1.28568
2013-05-24,1.29318
2013-05-27,1.29355
2013-05-28,1.29279
2013-05-29,1.28551
2013-05-30,1.29389
2013-05-31,1.30483
2013-06-03,1.29929
2013-06-04,1.30752
2013-06-05,1.30789
2013-06-06,1.30914
2013-06-07,1.32444
2013-06-10,1.31927
2013-06-11,1.3256
2013-06-12,1.33101
2013-06-13,1.33333
2013-06-14,1.33724
2013-06-17,1.33471
2013-06-18,1.3365
2013-06-19,1.33937
2013-06-20,1.32951
2013-06-21,1.32207
2013-06-24,1.30984
2013-06-25,1.31225
2013-06-26,1.30821
2013-06-27,1.30138
2013-06-28,1.30337
2013-07-01,1.30139
2013-07-02,1.30621
2013-07-03,1.29808
2013-07-04,1.30093
2013-07-05,1.29151
2013-07-08,1.28134
2013-07-09,1.28675
2013-07-10,1.2784
2013-07-11,1.2967
2013-07-12,1.30964
2013-07-15,1.30752
2013-07-16,1.30607
2013-07-17,1.31601
2013-07-18,1.31216
2013-07-19,1.31099
2013-07-22,1.3139
2013-07-23,1.31849
2013-07-24,1.32248
2013-07-25,1.31978
2013-07-26,1.32755
2013-07-29,1.32816
2013-07-30,1.32632
2013-07-31,1.32622
2013-08-01,1.32986
2013-08-02,1.32092
2013-08-05,1.32795
2013-08-06,1.32584
2013-08-07,1.33039
2013-08-08,1.33372
2013-08-09,1.3382
2013-08-12,1.33276
2013-08-13,1.32984
2013-08-14,1.32631
2013-08-15,1.32546
2013-08-16,1.33486
2013-08-19,1.33331
2013-08-20,1.33373
2013-08-21,1.34179
2013-08-22,1.33522
2013-08-23,1.33547
2013-08-26,1.33818
2013-08-27,1.33693
2013-08-28,1.33917
2013-08-29,1.3339
2013-08-30,1.32404
2013-09-02,1.32128
2013-09-03,1.31934
2013-09-04,1.31709
2013-09-05,1.3207
2013-09-06,1.31179
2013-09-09,1.31672
2013-09-10,1.32534
2013-09-11,1.32674
2013-09-12,1.33092
2013-09-13,1.33006
2013-09-16,1.33684
2013-09-17,1.3336
2013-09-18,1.33561
2013-09-19,1.35224
2013-09-20,1.35306
2013-09-23,1.35468
2013-09-24,1.34929
2013-09-25,1.3472
2013-09-26,1.35247
2013-09-27,1.3488
2013-09-30,1.3495
2013-10-01,1.3528
2013-10-02,1.35257
2013-10-03,1.35817
2013-10-04,1.36213
2013-10-07,1.35648
2013-10-08,1.35805
2013-10-09,1.3573
2013-10-10,1.35217
2013-10-11,1.35201
2013-10-14,1.35615
2013-10-15,1.35606
2013-10-16,1.35268
2013-10-17,1.35295
2013-10-18,1.36772
2013-10-21,1.36839
2013-10-22,1.36793
2013-10-23,1.37809
2013-10-24,1.37763
2013-10-25,1.3799
2013-10-28,1.38058
2013-10-29,1.37863
2013-10-30,1.37453
2013-10-31,1.37357
2013-11-01,1.35843
2013-11-04,1.3489
2013-11-05,1.35185
2013-11-06,1.34736
2013-11-07,1.35213
2013-11-08,1.34173
2013-11-11,1.33573
2013-11-12,1.34121
2013-11-13,1.34347
2013-11-14,1.34602
2013-11-15,1.34586
2013-11-18,1.34979
2013-11-19,1.3504
2013-11-20,1.35376
2013-11-21,1.34325
2013-11-22,1.3469
2013-11-25,1.35487
2013-11-26,1.35175
2013-11-27,1.35716
2013-11-28,1.35735
2013-11-29,1.36045
2013-12-02,1.35905
2013-12-03,1.35395
2013-12-04,1.35915
2013-12-05,1.35903
2013-12-06,1.36687
2013-12-09,1.37117
2013-12-10,1.37392
2013-12-11,1.37672
2013-12-12,1.3785
2013-12-13,1.37484
2013-12-16,1.37292
2013-12-17,1.37652
2013-12-18,1.37638
2013-12-19,1.3692
2013-12-20,1.36586
2013-12-23,1.36704
2013-12-24,1.36957
2013-12-25,1.36736
2013-12-26,1.36748
2013-12-27,1.36915
2013-12-30,1.37557
2013-12-31,1.37988
2014-01-01,1.3755
2014-01-02,1.3741
2014-01-03,1.36676
2014-01-06,1.35926
2014-01-07,1.36348
2014-01-08,1.36155
2014-01-09,1.35802
2014-01-10,1.36051
2014-01-13,1.36737
2014-01-14,1.36751
2014-01-15,1.368
2014-01-16,1.36043
2014-01-17,1.36166
2014-01-20,1.35355
2014-01-21,1.35643
2014-01-22,1.3559
2014-01-23,1.3545
2014-01-24,1.3695
2014-01-27,1.36762
2014-01-28,1.3673
2014-01-29,1.36702
2014-01-30,1.36559
2014-01-31,1.3551
2014-02-03,1.34821
2014-02-04,1.35273
2014-02-05,1.35135
2014-02-06,1.35362
2014-02-07,1.3592
2014-02-10,1.3617
2014-02-11,1.36452
2014-02-12,1.36396
2014-02-13,1.35922
2014-02-14,1.3679
2014-02-17,1.37078
2014-02-18,1.37046
2014-02-19,1.37564
2014-02-20,1.37357
2014-02-21,1.37187
2014-02-24,1.37342
2014-02-25,1.37348
2014-02-26,1.37395
2014-02-27,1.3685
2014-02-28,1.37076
2014-03-03,1.37673
2014-03-04,1.37333
2014-03-05,1.37365
2014-03-06,1.37315
